8383001	8
8383002	8
8383003	7
8383004	6
8383005	6
8383006	3
8383007	7
8383008	3
8383009	6
8383010	5
8383011	6
8383012	5
8383013	7
8383014	6
8383015	5
8383016	4
8383017	4
8383018	5
8383019	5
8383020	5
8383021	5
8383022	5
8383023	5
8383024	5
8383025	6
8383026	7
8383027	5
8383028	5
8383029	5
